Date,CustomerID,ProductType,ServiceType,Quantity,UnitPrice,Region,SalesRep,InstallationRequired,PaymentMethod,TotalRevenue,InstallationDate
2024-10-11,4107,Charge Controller,Repair,8,22085,Kano,Stella,Yes,Transfer,176680,2024-10-20
2024-08-26,5468,Charge Controller,Product Purchase,8,338652,Ibadan,Grace,No,Cash,2709216,
2024-06-13,4330,Inverter 3.5kVA,Repair,3,407755,Lagos,Stella,No,Cash,1223265,
2024-03-27,9722,Accessories,Repair,5,97186,Kano,Ada,No,Cash,485930,
2024-05-20,1923,Solar Panel 500W,Repair,7,349997,Lagos,Michael,Yes,Transfer,2449979,2024-05-25
2024-06-08,7247,Accessories,Installation,1,372166,Ibadan,Tunde,Yes,Cash,372166,2024-06-20
2024-02-15,9432,Solar Panel 500W,Site Inspection,3,164336,Enugu,John,No,Transfer,493008,
2024-04-21,2896,Charge Controller,Product Purchase,1,360612,Kano,Stella,Yes,Online Gateway,360612,2024-04-23
2024-02-14,8883,Battery 200Ah,Product Purchase,2,310293,Kano,Grace,No,Cash,620586,
2024-09-03,4324,Solar Panel 300W,Installation,7,180475,Kano,John,No,Online Gateway,1263325,
2024-04-13,1813,Charge Controller,Installation,7,207885,Ibadan,John,No,Cash,1455195,
2024-03-25,5750,Solar Panel 300W,Repair,3,257169,Port Harcourt,Tunde,Yes,Transfer,771507,2024-04-05
2024-05-13,8618,Inverter 3.5kVA,Repair,6,25476,Enugu,Grace,No,Transfer,152856,
2024-04-17,1782,Solar Panel 500W,Site Inspection,6,336860,Ibadan,Ada,Yes,Online Gateway,2021160,2024-04-21
2024-01-18,5055,Inverter 3.5kVA,Product Purchase,2,211472,Abuja,Tunde,No,Online Gateway,422944,
2024-04-03,8789,Battery 200Ah,Installation,9,415633,Port Harcourt,Grace,No,POS,3740697,
2024-05-29,9199,Battery 200Ah,Site Inspection,8,62893,Ibadan,Ada,No,POS,503144,
2024-09-02,4139,Accessories,Product Purchase,2,282714,Abuja,Grace,No,POS,565428,
2024-10-15,6007,Charge Controller,Site Inspection,4,53818,Lagos,Michael,No,Cash,215272,
2024-07-27,5051,Accessories,Site Inspection,9,131639,Abuja,John,No,Online Gateway,1184751,
2024-05-05,8575,Battery 200Ah,Repair,4,303165,Enugu,Stella,No,POS,1212660,
2024-08-22,9709,Battery 200Ah,Site Inspection,7,168401,Kano,John,Yes,Online Gateway,1178807,2024-09-02
2024-05-01,4190,Accessories,Repair,5,178751,Enugu,Tunde,No,POS,893755,
2024-05-17,6637,Inverter 3.5kVA,Product Purchase,6,273779,Port Harcourt,Grace,No,Online Gateway,1642674,
2024-04-24,1578,Solar Panel 300W,Product Purchase,1,326316,Ibadan,Grace,No,Online Gateway,326316,
2024-06-10,9138,Solar Panel 500W,Repair,4,224200,Enugu,Ada,No,POS,896800,
2024-07-19,5482,Battery 200Ah,Maintenance,5,108536,Ibadan,Michael,No,Cash,542680,
2024-08-21,2865,Accessories,Site Inspection,6,421107,Kano,Michael,No,POS,2526642,
2024-01-28,6489,Battery 200Ah,Product Purchase,6,259518,Port Harcourt,Ada,No,Online Gateway,1557108,
2024-01-11,2376,Inverter 3.5kVA,Site Inspection,5,153851,Port Harcourt,Ada,No,Transfer,769255,
2024-07-24,6408,Solar Panel 500W,Maintenance,3,62369,Enugu,Ada,Yes,Cash,187107,2024-07-29
2024-06-15,9163,Inverter 3.5kVA,Site Inspection,2,185980,Kano,Michael,No,Cash,371960,
2024-09-03,6058,Solar Panel 300W,Maintenance,7,69439,Port Harcourt,John,Yes,Transfer,486073,2024-09-06
2024-02-16,7283,Inverter 3.5kVA,Installation,1,73425,Kano,John,Yes,POS,73425,2024-02-22
2024-09-02,2976,Solar Panel 500W,Maintenance,5,165104,Abuja,Grace,Yes,Online Gateway,825520,2024-09-12
2024-05-06,7443,Solar Panel 500W,Product Purchase,4,209220,Enugu,Grace,Yes,POS,836880,2024-05-19
2024-05-26,5759,Battery 200Ah,Repair,7,88360,Kano,Michael,No,Online Gateway,618520,
2024-04-27,8595,Solar Panel 300W,Repair,2,423184,Ibadan,Stella,No,Transfer,846368,
2024-05-31,5920,Charge Controller,Site Inspection,8,322523,Lagos,Tunde,Yes,Online Gateway,2580184,2024-06-06
2024-03-12,2887,Battery 200Ah,Installation,9,118689,Abuja,Michael,No,Online Gateway,1068201,
2024-12-28,1991,Accessories,Site Inspection,1,195084,Enugu,Stella,Yes,POS,195084,2025-01-04
2024-05-16,6228,Inverter 3.5kVA,Maintenance,5,306901,Enugu,Tunde,Yes,Online Gateway,1534505,2024-05-27
2024-06-23,9046,Inverter 3.5kVA,Repair,4,324336,Enugu,John,Yes,POS,1297344,2024-07-02
2024-10-15,7450,Solar Panel 500W,Maintenance,5,140343,Ibadan,Ada,Yes,POS,701715,2024-10-16
2024-01-19,4604,Accessories,Repair,9,274655,Abuja,Grace,Yes,Cash,2471895,2024-01-23
2024-07-13,2083,Solar Panel 500W,Repair,3,357697,Ibadan,Tunde,No,Transfer,1073091,
2024-11-25,9626,Accessories,Repair,1,305476,Port Harcourt,Grace,Yes,POS,305476,2024-12-01
2024-06-23,1020,Solar Panel 500W,Product Purchase,3,208611,Kano,Ada,No,Transfer,625833,
2024-12-19,2099,Charge Controller,Maintenance,4,328748,Ibadan,Stella,Yes,Cash,1314992,2024-12-20
2024-05-20,7841,Charge Controller,Site Inspection,2,283652,Ibadan,Grace,Yes,POS,567304,2024-05-22
2024-09-02,3637,Battery 200Ah,Installation,1,26933,Port Harcourt,Michael,Yes,Transfer,26933,2024-09-13
2024-04-02,9581,Charge Controller,Site Inspection,1,420321,Lagos,Michael,No,Cash,420321,
2024-08-26,8744,Accessories,Maintenance,8,433176,Lagos,Ada,No,Cash,3465408,
2024-07-23,4413,Solar Panel 500W,Installation,4,68256,Kano,Tunde,No,Online Gateway,273024,
2024-02-17,8457,Accessories,Site Inspection,2,284680,Port Harcourt,Tunde,Yes,Online Gateway,569360,2024-02-24
2024-09-01,2354,Battery 200Ah,Installation,3,299980,Abuja,Grace,No,Transfer,899940,
2024-11-15,7402,Battery 200Ah,Maintenance,8,17217,Ibadan,Stella,Yes,POS,137736,2024-11-27
2024-11-12,5521,Solar Panel 300W,Repair,6,43165,Kano,Michael,No,Online Gateway,258990,
2024-10-21,6125,Charge Controller,Maintenance,8,187111,Lagos,Ada,Yes,POS,1496888,2024-10-22
2024-05-07,1005,Inverter 3.5kVA,Product Purchase,5,306619,Abuja,John,No,Online Gateway,1533095,
2024-12-09,9382,Inverter 3.5kVA,Installation,3,218203,Enugu,Grace,Yes,Online Gateway,654609,2024-12-12
2024-10-08,9339,Solar Panel 300W,Maintenance,6,239721,Port Harcourt,Michael,No,Transfer,1438326,
2024-01-17,5353,Solar Panel 500W,Repair,8,139639,Enugu,Michael,Yes,Online Gateway,1117112,2024-01-22
2024-03-11,4550,Solar Panel 300W,Repair,5,276983,Ibadan,Stella,Yes,Cash,1384915,2024-03-12
2024-09-25,9031,Solar Panel 500W,Maintenance,5,32361,Enugu,Michael,No,Online Gateway,161805,
2024-11-20,5105,Charge Controller,Site Inspection,3,396734,Enugu,Stella,No,Online Gateway,1190202,
2024-10-08,6083,Charge Controller,Maintenance,3,422082,Ibadan,Stella,No,Transfer,1266246,
2024-10-31,9816,Battery 200Ah,Repair,8,119356,Lagos,John,No,Transfer,954848,
2024-01-07,3175,Battery 200Ah,Maintenance,1,34188,Enugu,Grace,Yes,Cash,34188,2024-01-19
2024-11-09,9737,Battery 200Ah,Product Purchase,4,71731,Lagos,Tunde,Yes,Transfer,286924,2024-11-11
2024-10-31,6224,Battery 200Ah,Site Inspection,9,73929,Kano,Michael,No,Online Gateway,665361,
2024-04-12,2195,Inverter 3.5kVA,Maintenance,6,19390,Enugu,Stella,Yes,Cash,116340,2024-04-26
2024-11-04,3069,Battery 200Ah,Repair,6,220953,Enugu,Stella,No,Online Gateway,1325718,
2024-07-11,4358,Battery 200Ah,Maintenance,7,414228,Ibadan,Tunde,No,Online Gateway,2899596,
2024-08-28,3438,Battery 200Ah,Maintenance,7,217491,Ibadan,Tunde,Yes,Cash,1522437,2024-09-10
2024-03-02,9808,Solar Panel 500W,Installation,6,331580,Enugu,Stella,No,Transfer,1989480,
2024-01-17,5244,Accessories,Maintenance,9,42506,Enugu,Michael,No,Transfer,382554,
2024-06-19,4343,Battery 200Ah,Product Purchase,8,144473,Ibadan,Grace,Yes,Online Gateway,1155784,2024-06-24
2024-01-25,2811,Solar Panel 300W,Repair,8,385450,Ibadan,Michael,No,Transfer,3083600,
2024-09-07,1171,Battery 200Ah,Installation,2,362642,Abuja,Grace,Yes,POS,725284,2024-09-12
2024-09-09,5142,Battery 200Ah,Maintenance,7,35548,Port Harcourt,Michael,No,Cash,248836,
2024-07-25,1625,Inverter 3.5kVA,Site Inspection,1,19651,Abuja,Tunde,Yes,Cash,19651,2024-07-28
2024-01-29,6906,Accessories,Product Purchase,8,83492,Enugu,Michael,No,Online Gateway,667936,
2024-04-26,8983,Battery 200Ah,Product Purchase,3,381229,Port Harcourt,Grace,Yes,Online Gateway,1143687,2024-05-10
2024-10-08,5063,Accessories,Product Purchase,9,175243,Abuja,Michael,No,Cash,1577187,
2024-05-23,9644,Solar Panel 500W,Installation,5,247582,Kano,Michael,Yes,Online Gateway,1237910,2024-06-06
2024-01-25,9142,Charge Controller,Maintenance,7,130517,Port Harcourt,Tunde,No,Cash,913619,
2024-11-05,1753,Accessories,Product Purchase,7,248973,Ibadan,Ada,No,Cash,1742811,
2024-06-04,7851,Accessories,Maintenance,9,239600,Port Harcourt,Ada,No,POS,2156400,
2024-03-13,6104,Battery 200Ah,Site Inspection,2,400753,Ibadan,Michael,Yes,Cash,801506,2024-03-24
2024-04-29,8343,Battery 200Ah,Maintenance,4,237084,Kano,Ada,Yes,POS,948336,2024-05-12
2024-11-07,7926,Battery 200Ah,Maintenance,8,81195,Enugu,Michael,Yes,Online Gateway,649560,2024-11-19
2024-11-16,7827,Inverter 3.5kVA,Maintenance,5,284949,Port Harcourt,Tunde,No,Transfer,1424745,
2024-04-02,9359,Charge Controller,Repair,5,343440,Lagos,Michael,No,Transfer,1717200,
2024-03-26,4685,Inverter 3.5kVA,Installation,3,111309,Ibadan,John,Yes,POS,333927,2024-03-29
2024-12-01,9277,Inverter 3.5kVA,Maintenance,5,383971,Port Harcourt,Stella,Yes,Online Gateway,1919855,2024-12-13
2024-12-29,2982,Inverter 3.5kVA,Product Purchase,7,441942,Abuja,Tunde,Yes,Cash,3093594,2024-12-30
2024-04-27,5944,Solar Panel 500W,Repair,4,370747,Port Harcourt,Grace,Yes,Cash,1482988,2024-05-06
2024-08-20,8892,Charge Controller,Maintenance,8,57718,Ibadan,John,No,Cash,461744,
2024-07-17,9191,Solar Panel 500W,Repair,6,446824,Lagos,John,Yes,Cash,2680944,2024-07-22
2024-07-24,9633,Solar Panel 500W,Installation,6,412624,Lagos,Stella,No,Cash,2475744,
2024-12-04,9462,Charge Controller,Repair,6,344535,Abuja,John,No,Online Gateway,2067210,
2024-05-26,1343,Solar Panel 500W,Product Purchase,4,108321,Kano,Stella,Yes,POS,433284,2024-06-01
2024-09-27,4081,Charge Controller,Maintenance,3,228346,Lagos,Michael,Yes,Online Gateway,685038,2024-10-07
2024-05-18,7637,Accessories,Product Purchase,6,86157,Enugu,Tunde,No,POS,516942,
2024-06-29,3291,Accessories,Site Inspection,6,115576,Kano,Tunde,Yes,POS,693456,2024-07-10
2024-01-30,2532,Battery 200Ah,Repair,2,330490,Ibadan,Tunde,Yes,Online Gateway,660980,2024-02-06
2024-02-26,5362,Inverter 3.5kVA,Repair,9,107550,Port Harcourt,Stella,Yes,Transfer,967950,2024-03-04
2024-08-19,2653,Accessories,Repair,4,83698,Kano,Stella,No,Online Gateway,334792,
2024-05-25,5988,Accessories,Installation,4,100800,Enugu,John,Yes,Transfer,403200,2024-06-04
2024-02-17,7344,Solar Panel 500W,Product Purchase,8,119821,Ibadan,Tunde,No,POS,958568,
2024-07-12,9430,Charge Controller,Site Inspection,3,220003,Ibadan,John,Yes,Online Gateway,660009,2024-07-19
2024-08-11,2438,Solar Panel 300W,Installation,7,330261,Ibadan,Michael,No,POS,2311827,
2024-05-15,4016,Solar Panel 500W,Installation,7,74117,Enugu,John,No,Transfer,518819,
2024-01-22,9166,Solar Panel 500W,Maintenance,2,343288,Abuja,Tunde,Yes,POS,686576,2024-01-25
2024-01-06,7389,Charge Controller,Site Inspection,3,173328,Enugu,Stella,Yes,Online Gateway,519984,2024-01-13
2024-07-22,6977,Solar Panel 300W,Repair,4,285220,Abuja,John,Yes,Transfer,1140880,2024-07-31
2024-08-26,4079,Solar Panel 300W,Repair,2,311052,Kano,John,Yes,Transfer,622104,2024-08-29
2024-07-03,7295,Battery 200Ah,Maintenance,9,289497,Ibadan,Stella,Yes,POS,2605473,2024-07-13
2024-12-25,3258,Solar Panel 500W,Repair,6,369434,Kano,Stella,No,POS,2216604,
2024-10-18,9558,Inverter 3.5kVA,Product Purchase,1,23173,Lagos,Tunde,No,Transfer,23173,
2024-11-30,3991,Accessories,Repair,1,185075,Kano,Michael,No,POS,185075,
2024-08-07,4741,Solar Panel 500W,Product Purchase,8,20196,Port Harcourt,Grace,Yes,Cash,161568,2024-08-13
2024-04-25,1085,Inverter 3.5kVA,Maintenance,6,153989,Ibadan,Tunde,No,Transfer,923934,
2024-11-08,3493,Inverter 3.5kVA,Maintenance,7,81274,Kano,John,No,Transfer,568918,
2024-02-18,7447,Charge Controller,Product Purchase,6,225791,Abuja,Tunde,Yes,Cash,1354746,2024-03-01
2024-06-21,9323,Solar Panel 500W,Repair,2,419108,Port Harcourt,Tunde,Yes,Online Gateway,838216,2024-07-02
2024-03-22,8588,Charge Controller,Maintenance,3,78541,Kano,Stella,Yes,Online Gateway,235623,2024-04-03
2024-11-17,1903,Battery 200Ah,Maintenance,8,444707,Kano,Michael,Yes,Online Gateway,3557656,2024-11-23
2024-11-28,6083,Inverter 3.5kVA,Product Purchase,4,408873,Kano,Grace,Yes,Online Gateway,1635492,2024-11-30
2024-02-14,7190,Solar Panel 300W,Maintenance,8,407977,Enugu,Michael,Yes,Cash,3263816,2024-02-28
2024-11-30,3804,Inverter 3.5kVA,Repair,3,104232,Enugu,Tunde,No,Cash,312696,
2024-01-20,2226,Battery 200Ah,Maintenance,2,99646,Enugu,Stella,Yes,POS,199292,2024-01-24
2024-08-08,2284,Inverter 3.5kVA,Product Purchase,7,220909,Abuja,Stella,No,Cash,1546363,
2024-05-02,1689,Charge Controller,Repair,1,198436,Kano,John,No,Cash,198436,
2024-08-21,6143,Solar Panel 500W,Site Inspection,3,299716,Enugu,Ada,No,Online Gateway,899148,
2024-08-08,5782,Solar Panel 300W,Product Purchase,2,301565,Lagos,John,No,Online Gateway,603130,
2024-11-18,5881,Charge Controller,Site Inspection,5,17164,Lagos,Grace,No,POS,85820,
2024-12-04,5507,Accessories,Maintenance,2,383786,Lagos,John,Yes,Cash,767572,2024-12-12
2024-01-03,2996,Solar Panel 500W,Repair,5,256623,Kano,John,Yes,Transfer,1283115,2024-01-05
2024-06-30,5381,Solar Panel 300W,Maintenance,3,120106,Port Harcourt,Ada,No,Online Gateway,360318,
2024-07-24,8680,Battery 200Ah,Repair,9,69292,Abuja,Stella,Yes,Online Gateway,623628,2024-07-29
2024-11-15,1429,Inverter 3.5kVA,Installation,9,347311,Lagos,Stella,Yes,Cash,3125799,2024-11-26
2024-02-09,6700,Solar Panel 300W,Maintenance,8,247605,Lagos,Michael,Yes,Cash,1980840,2024-02-18
2024-02-28,4781,Accessories,Maintenance,5,77939,Enugu,Michael,No,POS,389695,
2024-03-02,9794,Battery 200Ah,Maintenance,7,134855,Port Harcourt,Tunde,No,POS,943985,
2024-05-11,9631,Solar Panel 500W,Product Purchase,2,166970,Lagos,Grace,Yes,Cash,333940,2024-05-24
2024-02-29,6468,Solar Panel 300W,Repair,3,118533,Abuja,Tunde,No,Cash,355599,
2024-11-26,5507,Battery 200Ah,Repair,2,439948,Port Harcourt,Tunde,No,Transfer,879896,
2024-05-01,1527,Solar Panel 500W,Repair,1,133288,Ibadan,Michael,Yes,POS,133288,2024-05-05
2024-04-16,3996,Charge Controller,Product Purchase,3,234617,Abuja,Michael,Yes,Transfer,703851,2024-04-26
2024-04-05,4467,Inverter 3.5kVA,Repair,4,321742,Abuja,John,Yes,Transfer,1286968,2024-04-16
2024-12-12,2361,Battery 200Ah,Maintenance,9,151268,Kano,Stella,Yes,Cash,1361412,2024-12-17
2024-08-22,7817,Charge Controller,Site Inspection,2,132005,Ibadan,Michael,No,Cash,264010,
2024-03-02,1703,Accessories,Installation,9,310833,Ibadan,Ada,Yes,Cash,2797497,2024-03-14
2024-09-12,1662,Accessories,Repair,1,101707,Port Harcourt,John,No,Transfer,101707,
2024-02-18,9556,Solar Panel 500W,Product Purchase,9,339692,Lagos,Ada,Yes,Transfer,3057228,2024-02-28
2024-12-13,7256,Solar Panel 300W,Product Purchase,6,436331,Ibadan,Ada,Yes,POS,2617986,2024-12-14
2024-06-07,9367,Inverter 3.5kVA,Repair,8,233762,Port Harcourt,Stella,No,POS,1870096,
2024-05-03,6297,Solar Panel 500W,Site Inspection,3,121153,Ibadan,Ada,Yes,Online Gateway,363459,2024-05-08
2024-11-12,9573,Battery 200Ah,Repair,8,199561,Enugu,Ada,Yes,POS,1596488,2024-11-17
2024-07-25,6378,Inverter 3.5kVA,Product Purchase,9,363093,Abuja,Grace,Yes,Online Gateway,3267837,2024-08-06
2024-02-17,1305,Charge Controller,Installation,7,378426,Enugu,Ada,Yes,POS,2648982,2024-02-18
2024-05-15,6497,Inverter 3.5kVA,Site Inspection,4,24279,Ibadan,Ada,Yes,Online Gateway,97116,2024-05-17
2024-07-19,5697,Charge Controller,Repair,6,143239,Lagos,John,Yes,POS,859434,2024-07-23
2024-09-06,3390,Solar Panel 500W,Installation,6,446761,Port Harcourt,John,Yes,POS,2680566,2024-09-10
2024-11-09,8222,Solar Panel 300W,Repair,2,37925,Lagos,Stella,No,Transfer,75850,
2024-12-22,8933,Accessories,Site Inspection,2,169487,Kano,Stella,Yes,Cash,338974,2024-12-24
2024-11-13,2465,Inverter 3.5kVA,Product Purchase,5,20572,Lagos,Grace,No,POS,102860,
2024-10-21,8852,Solar Panel 300W,Site Inspection,1,230184,Lagos,Ada,Yes,Transfer,230184,2024-11-03
2024-11-09,1402,Solar Panel 300W,Maintenance,5,261676,Port Harcourt,Tunde,No,Transfer,1308380,
2024-07-27,7940,Accessories,Repair,3,93221,Enugu,Ada,No,Cash,279663,
2024-12-20,3670,Inverter 3.5kVA,Installation,3,175514,Abuja,Ada,No,POS,526542,
2024-07-29,9095,Inverter 3.5kVA,Installation,8,363830,Enugu,Grace,Yes,Online Gateway,2910640,2024-08-07
2024-07-10,9368,Solar Panel 300W,Site Inspection,3,176496,Ibadan,Stella,Yes,Online Gateway,529488,2024-07-12
2024-02-13,5544,Battery 200Ah,Site Inspection,3,118726,Ibadan,Michael,No,Cash,356178,
2024-01-29,9934,Battery 200Ah,Site Inspection,1,367683,Port Harcourt,Stella,No,Cash,367683,
2024-02-28,6660,Inverter 3.5kVA,Installation,8,427688,Port Harcourt,John,Yes,Cash,3421504,2024-03-07
2024-03-11,7074,Solar Panel 300W,Product Purchase,6,277105,Enugu,Stella,No,POS,1662630,
2024-04-01,3348,Solar Panel 300W,Installation,8,222031,Abuja,Grace,No,POS,1776248,
2024-09-21,7850,Solar Panel 500W,Product Purchase,3,316522,Abuja,Michael,Yes,POS,949566,2024-09-27
2024-08-07,5402,Solar Panel 300W,Site Inspection,6,120542,Kano,Ada,No,Transfer,723252,
2024-08-02,1750,Accessories,Maintenance,2,37617,Ibadan,Michael,No,Online Gateway,75234,
2024-10-03,5062,Battery 200Ah,Installation,3,335196,Ibadan,Grace,No,Transfer,1005588,
2024-03-04,8434,Solar Panel 500W,Site Inspection,4,341273,Kano,Grace,No,Transfer,1365092,
2024-12-11,9405,Accessories,Installation,9,428263,Port Harcourt,Stella,Yes,POS,3854367,2024-12-12
2024-10-18,2617,Battery 200Ah,Site Inspection,4,131076,Ibadan,Tunde,Yes,Cash,524304,2024-10-22
2024-09-01,3530,Accessories,Installation,7,67454,Lagos,Grace,No,Cash,472178,
2024-03-02,4333,Charge Controller,Repair,8,44270,Port Harcourt,John,Yes,Transfer,354160,2024-03-08
2024-11-27,8234,Inverter 3.5kVA,Installation,5,194938,Port Harcourt,Grace,No,Cash,974690,
2024-06-18,6768,Charge Controller,Repair,2,387160,Abuja,Michael,Yes,Transfer,774320,2024-06-29
2024-09-25,8707,Inverter 3.5kVA,Product Purchase,8,129400,Enugu,Grace,Yes,Cash,1035200,2024-09-28
2024-09-23,1511,Battery 200Ah,Installation,5,18217,Kano,Stella,Yes,POS,91085,2024-10-05
2024-02-23,6082,Battery 200Ah,Product Purchase,5,405210,Enugu,Ada,Yes,Transfer,2026050,2024-02-26
2024-01-16,7860,Charge Controller,Maintenance,7,414032,Enugu,Stella,Yes,Online Gateway,2898224,2024-01-26
2024-01-08,1252,Accessories,Repair,6,318250,Port Harcourt,Grace,Yes,Transfer,1909500,2024-01-09
2024-04-13,5133,Inverter 3.5kVA,Installation,3,183521,Abuja,Grace,No,Cash,550563,
2024-02-28,9820,Inverter 3.5kVA,Product Purchase,7,138859,Lagos,Ada,Yes,POS,972013,2024-03-07
2024-11-08,4476,Solar Panel 500W,Site Inspection,1,342306,Lagos,Tunde,No,POS,342306,
2024-02-09,2725,Solar Panel 300W,Product Purchase,4,105847,Ibadan,John,No,Online Gateway,423388,
2024-08-24,3093,Accessories,Installation,4,243583,Kano,Michael,Yes,POS,974332,2024-09-07
2024-04-03,2701,Accessories,Maintenance,6,358507,Kano,Stella,No,POS,2151042,
2024-08-09,9496,Solar Panel 500W,Repair,6,61175,Abuja,Stella,No,Transfer,367050,
2024-07-22,6834,Battery 200Ah,Site Inspection,8,153730,Ibadan,Michael,Yes,POS,1229840,2024-08-04
2024-05-17,5340,Charge Controller,Product Purchase,1,86588,Enugu,Grace,Yes,Cash,86588,2024-05-27
2024-10-26,3807,Accessories,Installation,7,343533,Kano,Ada,Yes,Online Gateway,2404731,2024-11-09
2024-07-25,7301,Inverter 3.5kVA,Installation,4,80783,Ibadan,John,No,Online Gateway,323132,
2024-12-01,8572,Solar Panel 500W,Repair,6,402203,Abuja,Tunde,No,Transfer,2413218,
2024-03-21,2024,Charge Controller,Site Inspection,9,61604,Ibadan,Michael,No,Cash,554436,
2024-08-05,3975,Charge Controller,Product Purchase,3,227037,Port Harcourt,John,Yes,POS,681111,2024-08-07
2024-01-02,9698,Accessories,Product Purchase,8,168948,Port Harcourt,Stella,No,Transfer,1351584,
2024-06-26,5856,Solar Panel 300W,Product Purchase,3,183377,Port Harcourt,John,No,Cash,550131,
2024-12-11,7724,Inverter 3.5kVA,Repair,6,353175,Port Harcourt,Grace,Yes,POS,2119050,2024-12-22
2024-10-05,3567,Charge Controller,Repair,2,107664,Lagos,Tunde,No,Transfer,215328,
2024-05-25,5587,Inverter 3.5kVA,Site Inspection,9,143600,Enugu,John,No,Online Gateway,1292400,
2024-11-13,5922,Accessories,Product Purchase,2,345143,Lagos,Grace,Yes,POS,690286,2024-11-18
2024-08-11,6046,Solar Panel 500W,Product Purchase,5,160726,Kano,Stella,No,Online Gateway,803630,
2024-03-02,3894,Charge Controller,Site Inspection,6,395569,Lagos,Tunde,No,POS,2373414,
2024-10-20,8203,Accessories,Site Inspection,4,89713,Enugu,Tunde,Yes,POS,358852,2024-11-02
2024-08-26,8478,Charge Controller,Site Inspection,7,69933,Ibadan,Tunde,Yes,Online Gateway,489531,2024-09-09
2024-07-13,6274,Solar Panel 500W,Installation,7,404078,Ibadan,Stella,Yes,POS,2828546,2024-07-15
2024-06-14,4613,Inverter 3.5kVA,Site Inspection,7,210715,Lagos,Ada,Yes,Cash,1475005,2024-06-22
2024-08-09,1038,Inverter 3.5kVA,Maintenance,7,36750,Ibadan,Stella,Yes,POS,257250,2024-08-21
2024-03-01,4084,Charge Controller,Repair,9,345814,Enugu,Ada,Yes,Transfer,3112326,2024-03-05
2024-05-08,7265,Accessories,Site Inspection,2,424389,Kano,Grace,No,Cash,848778,
2024-06-21,7598,Solar Panel 500W,Installation,5,153742,Abuja,Ada,Yes,POS,768710,2024-06-25
2024-06-04,3415,Battery 200Ah,Maintenance,9,268163,Lagos,Stella,Yes,Transfer,2413467,2024-06-11
2024-04-19,1758,Inverter 3.5kVA,Installation,2,90148,Port Harcourt,Grace,No,Transfer,180296,
2024-09-25,5342,Battery 200Ah,Installation,3,429496,Ibadan,John,No,Cash,1288488,
2024-12-21,8066,Charge Controller,Installation,7,66469,Ibadan,Stella,No,Cash,465283,
2024-10-04,4116,Battery 200Ah,Installation,9,397983,Abuja,Tunde,No,Cash,3581847,
2024-03-14,1764,Accessories,Product Purchase,3,38257,Kano,John,Yes,Online Gateway,114771,2024-03-22
2024-07-25,5029,Accessories,Repair,8,267245,Ibadan,Michael,No,Online Gateway,2137960,
